mesh_index,h,enforcement,p,projector,exponent_label,exponent,quadrature_degree,c_stab,skipped_zero_bases
13,0.10878565864408432,multiplier,1.5,P_h_perp,p,1.5,6,0.9856586257088273,0
13,0.10878565864408432,multiplier,1.5,P_h_perp,p_prime,3.0,6,0.7066949190241449,0
13,0.10878565864408432,multiplier,2.5,P_h,2,2.0,6,1.0000000000000002,0
13,0.10878565864408432,multiplier,2.5,P_h,p,2.5,6,1.0000000000000004,0
13,0.10878565864408432,multiplier,2.5,P_h,p_prime,1.6666666666666667,6,1.0085617430007108,0
13,0.10878565864408432,multiplier,2.5,P_h_perp,2,2.0,6,0.761872552602963,0
13,0.10878565864408432,multiplier,2.5,P_h_perp,p,2.5,6,0.7280949973083927,0
13,0.10878565864408432,multiplier,2.5,P_h_perp,p_prime,1.6666666666666667,6,0.8447659747635612,0
13,0.10878565864408432,strong,1.5,P_h,2,2.0,6,1.0000000000000002,0
13,0.10878565864408432,strong,1.5,P_h,p,1.5,6,1.1389820192535844,0
13,0.10878565864408432,strong,1.5,P_h,p_prime,3.0,6,1.0000000000000004,0
