coarse_level,fine_level,eoc_velocity_total,eoc_pressure_pprime,eoc_pressure_l2
1,2,1.116036153468708,0.7951478174249726,1.0371829645850026
2,3,1.0717400534153096,0.7089512382566908,1.0187838200659358
3,4,1.0425017252209623,0.691128070549736,1.0182677150429553
4,5,1.0258935859888763,0.6809172600881309,1.013345463179313
5,6,1.0170794805390408,0.6758586517871452,1.0095488853281898
6,7,1.012532682632518,0.6734493045479522,1.0072565610703195
