coarse_level,fine_level,eoc_velocity_total,eoc_pressure_pprime,eoc_pressure_l2
1,2,0.7595108703182003,1.0269168111632225,0.8506679817504507
2,3,0.9570678311554093,1.0340323811602812,0.8396239639944988
3,4,0.9250375980780399,1.02475858386204,0.825954752080623
4,5,0.8896195134618149,1.018120227222777,0.8182299324626046
5,6,0.8671464659387844,1.0142708285476332,0.8141741046510181
6,7,0.8546570538796393,1.012194787990359,0.8121009126527041
