coarse_level,fine_level,eoc_velocity_total,eoc_pressure_pprime,eoc_pressure_l2
1,2,0.7473421420333104,0.5621397972363452,0.3616337834094766
2,3,0.6971591228370925,0.5430165465912593,0.33997450769745946
3,4,0.6238716785990215,0.5275478249912209,0.3251539942928738
4,5,0.565122647366431,0.5190879971801405,0.31747231079991584
5,6,0.5214523449542341,0.5146576527019655,0.31363226674407824
6,7,0.4900496859143433,0.5123770707704295,0.3117392310782141
