coarse_level,fine_level,eoc_velocity_total,eoc_pressure_pprime,eoc_pressure_l2
1,2,0.5079722331612903,0.5627958963459136,0.3623240714925587
2,3,0.541856937671342,0.5434503627005192,0.34105174301448554
3,4,0.4905355031790618,0.5280466805653913,0.32622554534162995
4,5,0.45789004785279414,0.519293833468392,0.3182841363732911
5,6,0.4407561700480142,0.51468741622461,0.31418463989241935
6,7,0.43233077564907213,0.5123427753136899,0.31210289255397555
