coarse_level,fine_level,eoc_velocity_total,eoc_pressure_pprime,eoc_pressure_l2
1,2,0.6517871469396391,0.4646183933771054,0.6779736351872723
2,3,0.5932057221189884,0.3353189289357592,0.6115218738870866
3,4,0.5567100211667314,0.33173708433178273,0.6372197575442905
4,5,0.5359702765129628,0.33593519385882187,0.656127386796561
5,6,0.5242020695942621,0.33813458159790144,0.6650493696996346
6,7,0.5174360705768469,0.3387213776380673,0.6689139783017927
