coarse_level,fine_level,eoc_velocity_total,eoc_pressure_pprime,eoc_pressure_l2
1,2,1.0584535946435554,0.9984760939012413,1.1361347449054595
2,3,1.0475054702704136,0.7036580478451949,0.9822477508764097
3,4,1.0292267361347378,0.6645179492760432,0.9752254224814418
4,5,1.0181368338394168,0.6582405225967359,0.9842598237573693
5,6,1.0124724648624197,0.6604220391350366,0.9916497187480106
6,7,1.009792659554438,0.6639634685207465,0.9965277652764941
