coarse_level,fine_level,eoc_velocity_total,eoc_pressure_pprime,eoc_pressure_l2
1,2,1.0037494326219647,1.0273657500334425,0.850437510783192
2,3,1.0532522341942858,1.0345812037414248,0.8389539186218169
3,4,0.995049241787154,1.0249016619959619,0.8252008522363684
4,5,0.9416667225087005,1.0182307524372134,0.8176426080376876
5,6,0.9041797432815512,1.0143903418143152,0.813756316447927
6,7,0.8800779901941206,1.0122980634223446,0.8118142569531258
